item_name	category	tags	id
Pfeffer-Steak + ———— + medium + Kroketten + ohne Beilagensalat	Haupt  Gerichte + PAF Portion_ + PAF Garstufe Rind_ + PAF Beilagen_ + PAF Salat_	set()	10791
WW Original + Weiße Schokolade + Nutella + Erdbeere + Kokosraspel + Raffaello + Kein Eis + Keine Extra	WonderWaffel + Soße + Soße + Frucht + Topping + Special + Eis + Extra	set()	696645
HP Hauptgang Vegi	Halbpension	set()	297625
Bluna Lemon 0.2	Alkoholfrei	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1434001
Burrito Beef + Extra Beef + mit allem + Guacamole + Salsa + Sour Cream	Speisen + Zwangsabfrage Extra + AF keine Auswahl + Zwangsabfrage Soße + Zwangsabfrage Soße + Zwangsabfrage Soße	set()	589951
Oveja Romero (38€/kg)	KÄSE & CO	set()	1002321
Beef Poké + White Rice + OHNE Mais + OHNE Karotten + OHNE Cherrytomaten + MIT Gurken + MIT Algen + OHNE Süsskartoffeln + Mit allem + Soja + HIER ESSEN	Poké + Reisauswahl + Zutaten + Zutaten + Zutaten + Zutaten + Zutaten + Zutaten + Zutaten + Saucen + Art	set()	1697566
Talisker skye	Whisky	{'spirits'}	1559243
Rosé Akratos 0,25l	Rosé	{'wine'}	1253089
Rührei +Bacon +Zwiebel + ohne Zwiebel	Frühstück + AF Rührei	set()	100978
Vanille Kakao	Heiße Getränke	{'hot_drinks'}	1377401
Schorle + Apfelsaftschorle + 0,4 Schorle	Säfte / Schorlen + AF Schorle + AF Liter Schorle	{'carbonated_softdrink'}	1137576
Salat klein + Balsamico/ Himbeere + mit Parmesan	Beilagen + AF Salat_ + AF Salat_	set()	1844104
2 Kugeln Glace + Café*	Desserts + AF Kugel Glace Sorte	{'hot_drinks'}	1073530
Zweigelt 0,75	ROTWEIN Flasche 0,75	{'wine'}	2015498
Wonder Waffel + Weiße Soße + Ananas + Apfel Zimt + Kiwi + Krokant + Oreo + Kein Eis	WonderWaffel + AF Soßen + AF Früchte + AF Früchte + AF Früchte + AF Toppings + AF Specials + AF Eis	set()	409402
Pizza vegetarisch + Weizen + Bresaola	Pizza + Abfrage Gargrad (Zwang) + Abfrage Extra Pizza	set()	897063
Burrito Soja + - + ohne Mais + Sour Cream	Speisen + AF keine Auswahl + Zwangsabfrage Zutaten + Zwangsabfrage Soße	set()	408932
Pasta alla arrabbiata + Linguine	Pasta_ + AF Pasta	set()	1445736
121.Tiramisu	Dessert	set()	995238
Wein 1L	Wein	{'wine'}	263364
Menü + Pager 5 + Pommes + Falafel* + Mayonnaise	Küche + Abfrage Waffelpager + Abfrage Beilage + Abfrage Snacks + Saucen	set()	1996793
Ice Rosé verre	Divers	{'wine'}	1370893
Fleurie Les Moriers	Rotwein	{'wine'}	324351
Americano*	Kaffee +/- schwarz	{'hot_drinks'}	1580625
Lawaii Classic + Extra Frische Koriander + Sushireis + Mango Sauce + Extra Atlantik-Lachs + Kein weiteres extra + Kein weiteres Topping + Kein weiteres Crunchy	Poke Bowl Classics + Extra Mix-in + Base + Sauce + Extra Protein + Extra Mix-in + Extra Topping + Extra Crunchy-Topping	set()	1216725
Asia Burger Rind Teriyaki Sauce	Asia Burger	set()	1174746
Kara Age Vegan +Side * + Wasabi Mayo. + Dashi Onigiri.	Kombi Menu LIEFERANDO + Abfrage Sauce + Abfrage Kombi Menu Side	set()	76253
7 Salami 32cm + Spianata Piccante	Pizza 32cm + AF Pizza-Extras 32cm	set()	710956
Chicken Bowl + Reise + Knoblauch + Kartoffelchips	Bowls + Abfrage Basis + Abfrage Saucen + Abfrage Topping	set()	440377
Fondue fix fertig für 2 Personen, Stück *	Schmid Käse	set()	239314
Gin tonic	Aperitif-Drinks	{'carbonated_softdrink', 'spirits'}	964437
Wasser sprudel	Wines btg	{'wine', 'other_non_alcoholic_drinks'}	1071223
Bagel	Auswahl Brote	set()	1359028
Bio Milch für Cafe	Extra Cafe Milch	{'hot_drinks', 'other_non_alcoholic_drinks'}	181452
Fever Tree Tonic ZG	Softdrinks ZG	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	275725
Cheese Attack Burger + Single Beef + Mozzarella + ohne Extra	Burger + Abfrage Beef o. Veggie + Abfrage Extras + Abfrage Extras	set()	443395
Classic Burger Menü Togo + BANGKOK + NIENTE + Pom + BBQ DIP	BURGER MENÜ + ADD + ADD + ADD + ADD	set()	1046938
Lahmacun Rolle + Forty Seven + Hähnchen/Kalb Lahmacunrolle + Ohne Tomaten + —————————	Kebab + Saucen + Fleisch + Ohne + Topping 1	set()	29473
4er Box + Bienenstich Donut* + Kaffee Kakaonibs Donut* + Schwarzwälder Kirsch Donut* + Erdnuss Karamell Torte* + 0x Glas Pfand	Box Deals + Abfrage Box Deal + Abfrage Box Deal + Abfrage Box Deal + Abfrage Box Deal + Abfrage Pfand 4er Box	{'hot_drinks'}	698526
Classic Chicken Menü + .. + Steakhouse Pommes + Joppie + Ohne Getränk	Burger Menü + Abfrage Burger + Abfrage Süßkartoffel + Saucen + Abfrage getränk	set()	709941
Nr.19 Sabzi Palau	Afghanisch Fleisch	set()	1745070
High Darling (schw)	Tee	{'hot_drinks'}	1005394
Ehren Gin	Gin Tonic	{'carbonated_softdrink', 'spirits'}	1054086
Weißweinschorle 0,25 l	Spritz & Co.	{'spirits', 'sparkling_wine', 'wine'}	1828833
COEUR DE TAUMI	Desserts	set()	384577
Waffel selber gestalten + Mango frisch + Nutella	Waffeln + AF Toppings Waffeln + AF Toppings Waffeln	set()	1990743
Karte 4,20	Karten	set()	333922
IMI | White Scrabble 0.1l + ohne Eis	Weißweine + Abfrage Eiswürfel	{'wine'}	1853333
Gutschein € 25	Gutscheine	set()	150182
Schnitzel Jäger-Art + Pommes Käse + extra im Becher + Mayo	Schnitzel + Pommes + Extras + Extras	set()	215715
Burger Baukasten + Körnerbrötchen + Rindfleisch + ! Hirtenkäse** + ! Cheddar-Käse* + Kein Belag* + Tomate* + Gurke, frisch + Rucola* + Zwiebeln, Roh* + Keine Soße	Burger Baukasten + AF Brötchen + AF Hauptbelag + AF Beilage ohne preis + AF Beilage ohne preis + AF Beilage 1 2 Stück frei wählbar. sonst je +0.50€ + AF Beilage 2 frei wählbar. keine Anzahlbegrenzung + AF Beilage 2 frei wählbar. keine Anzahlbegrenzung + AF Beilage 2 frei wählbar. keine Anzahlbegrenzung + AF Beilage 2 frei wählbar. keine Anzahlbegrenzung + AF Saucen frei wählbar. keine Anzahlbegrenzung	set()	35537
Normal	Abfrage Schmarrn	set()	638311
S Gebratene Schollenfilets mit Bratkartoffeln/Speck	Weihnachten 2021	set()	1155293
Chai 100g	außer Haus	{'hot_drinks'}	188081
Maxi - Donut | SALE - Gefüllt	Maxi-Donuts	set()	596304
Maronencremesuppe groß	Suppen	set()	702062
Maultaschen	Mittagessen	set()	1898785
Menü wild Gulasch Spätzle Rotkohl	Menüs	set()	1845619
Apple juice	Non-Coffee	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1612929
7..Pinsa + Salsiccia*	Pinsa + AF Zutaten	set()	475747
1 Kugel Eis + Erdbeere + mit Sahne	Dessert + AF Eissorten + AF Eis-Sahne	set()	1547166
Sekt Piccolo 0,2	Wein & Sekt	{'sparkling_wine'}	690784
30€ Gutschein	Donuts	set()	1094553
Rumpsteak + Durch + Rotweinzwiebel + Pommes	Grillteller + AF Steak + AF extras + AF Beilagen	set()	1250042
Pommes frites beilage	Beilagen	set()	397481
X Croissant statt Brot	Extras	set()	9876
Schnitzel Jäger-Art + Pommes Käse + extra im Becher + Mayo	Schnitzel + Pommes + Extras + Extras	set()	57892
Sprite+Coca Cola 0,4l	Alkoholfreies	{'carbonated_softdrink'}	2023023
Pizza Prosciutto 30 cm + * Divers. Extra 1.00 €	Pizza + Extras 1,00 €	set()	574140
Apfelsaft Bio NT Bauer 0,2	Alkoholfrei	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	377098
Tee diversi	Kaffee und Tee	{'hot_drinks'}	467884
Formule Midi 18,90 + Coca Zero + Brochette D Agneau. + Bien Cuit	Formule Midi + Boisson Fraiche + Af Choix 2 Viandes + Cuisson	{'carbonated_softdrink'}	840709
9.NUU-BURGER + BEEF	SPACE BURGER + zwa spaceburger	set()	635459
Classic House Burger + Medium + Bacon	Burger Single + AF BURGER + Extras	set()	1129886
Calabrese + Classico + Burrata	Pizze + Teig + Toppings	set()	729758
Pute Salat Platte	Hüngerle	set()	29393
Grappa stravecchia	Degistif	{'spirits'}	898093
Heisse Schokolade ++ Sahne	Heißgetränke	{'hot_drinks'}	1889004
Sibona Porto Riserva 2CL	DIGESTIF	{'wine'}	1565469
Grüne Bohnensuppe	Verein Speisen	set()	1622007
Minuty 0,75	Vin Rosé	{'wine'}	1655699
Filterkaffee Becher	Heiße Getränke	{'hot_drinks'}	848896
Burgermenü + Menürabatt + Double-Cheese Burger + Kein Extra + Sweet Potato Fries + Keine Saucen + Coca Cola Light	Menüs + AF Menü + Burger + AFZ Burger Extras + Fries + Saucen + Getränke	{'carbonated_softdrink'}	1678026
Oolong Milk Tea + Tapioca + Soy Drink + 1 * Topping + 50% Sugar + Room-Temperature	Signature Tea + Topping + Topping Amount & Special + Topping Amount & Special + Sweetness & Temp. + Sweetness & Temp.	{'hot_drinks', 'other_non_alcoholic_drinks'}	1320214
Pizza Regina + extra Salame Piccante + extra Knoblauch Öl	Pizze + Pizza Extras + Pizza Extras	set()	1157111
Maienfelder Riesling 0.1l	Wein offen weiss	{'wine'}	200429
Divers. Kinder karte	Kinder karte	set()	1918795
Salat Harvest + Bio-Ei + To Go	Salate + Abfrage Toppings + Abfrage Inhouse/ToGo	set()	1914072
Gutschein € 25	Gutscheine	set()	1578804
Chicken-Burger	Tagesgerichte	set()	1660118
BdM. + Brioche Bun + - - - - - - + Cowboy Fritten. + Hot Chili Sauce + Cowboy Sauce + Krombacher Pils 0,33l.	Burger Menü + Brötchen + Extras + Beilage Menü + Saucen + Saucen + Getränke Menü	{'beer'}	690753
SourCreme	Dips	set()	9815
2erlei Knödel Apfel Ziege	Tagesgerichte	set()	890080
Chiaretta	Kleider	set()	2028572
32.  Gyros Teller groß + Käsesauce + Mayo	Gyros + Af Saucen + Af Saucen	set()	1757559
5dl Pepita	Mineral	set()	1874886
Schorle Pfirsich 0,2l.	Van Nahmen Säfte	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1643699
Avocado Burger + Ketchup* + Süßkartoffelpommes*	Burger + AF Burger + AF Burger	set()	1625071
Tequila 0,02l	Schnaps	{'spirits'}	1995497
Espresso Macchiato Glas	Espresso & Cappuccino	{'hot_drinks'}	1173190
Castor	Weißwein Flasche	{'wine'}	1176224
Stk. Kuchen	Frühstück	set()	1097180
Huber Spezial 0,5 l	Biere	{'beer'}	871331
Proviant Zitrone-Ingwer	Getränke	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	672052
Rinderroulade 250g	Warenverkauf	set()	840972
Natur mit Salat & Beilage	HAUPT-SPEISEN	set()	1060457
Von oben nach unten	Aktuelle Speisekarte	set()	1925987
Paté maison	Kleine Speisen	set()	2040928
Chai Tee klein + Sojamilch (klein) + Vanille	Chai / Kakao + AF Milch + AF Chai Tee	{'hot_drinks', 'other_non_alcoholic_drinks'}	431780
Zuschuss Bosch	Zuschuss	set()	560291
Glas Leitungswasser + ungekühlt	Saft, Schorle, Wasser + Abfrage Gläser, ungekühlt	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1326175
5er + Auf die Hand + Kokosnusscreme + Haselnusscreme + MI Bubble Gum + TI Oreo + TI Lotus Kekse + TI Pistazien + FI Erdbeeren	Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Füllung + Abfrage Soße + Abfrage Topping + Abfrage Topping + Abfrage Topping + Abfrage Früchte	set()	919404
Leiner Foxy Lady 2020	Pink Wine	{'wine'}	1216255
Haferl Tee + Baked Apple	Heiße Getränke + Abfrage Tee	{'hot_drinks'}	77496
Figureo + 75cl3900	Bier / Wein + Abfrage Wein	{'beer', 'wine'}	1789136
Pasta mit Tomatensoße St + kein Dressing.	Standard Mittagstisch + AF Dressing Salate & Pasta	set()	154893
Burgermenü + Menürabatt + Farmerburger + Ohne Cheddar + Ohne Tomaten + Classic Fries + Mayonnaise + Coca Cola	Menüs + AF Menü + Burger + AFZ Burger Extras + AFZ Burger Extras + Fries + Saucen + Getränke	{'carbonated_softdrink'}	1494555
Crunchy Falafel Salat + Schafskäse	Hummus & Salate + AF Extras	set()	1155719
Mineralwasser ohne	Pet Flaschen	{'other_non_alcoholic_drinks'}	1966432
Putenbrust + Durch*	Mittagskarte + Beilagen Steaks	set()	1903932
25 / Pho + Rinderfleisch	Suppen + AF Pho (1-3)	set()	1072069
Guacamole Burger MENU + *Regular Fries* + Mit allem + Joghurt + Cocktail + Mitnehmen	Burger + Menu Fries + A_Zutaten + Saucen + Saucen + Sonstiges	set()	1167939
Pils Schwedter 0,3 l	Biere Ausschank	{'beer'}	769534
Burger Menü + Chilli Cheeseburger 180g + + Süßkartoffel Fries + Chilli Cheese Sauce + Fritz Kola	Menü + Klassiker + AF Beilagen Menü + Saucen + AF Fritz Menü	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1472383
Parma VT Menü	Italia	set()	969409
Eisportion 2 + Im Glas + Salzkaramell + Zimt + Karamellstreusel	Eisportionen + Extras + Eissorten + Eissorten + Toppings Eis	set()	539611
Cordon Bleu #1 + Spätzle + Beilagensalat #1	Mittagstisch + AF Beilagen + AF Beilagen	set()	686419
Menü 2 CW+POM+Getränk + Weiß + Rambo + Mayo Menü + Menü Fritz	Speisen + Abfrage Wurst + Abfrage Schärfegrad + Soßen + FRITZ	{'other_non_alcoholic_drinks'}	275008
KidsBox TACO S + Schawarma + Cocktail + Pommes Frites + Ketchup* + Junge	KidsBox + AF Komponente + AF Sauce + AF KB Pommes + AF Mayo/Ketchup + AF KB Geschlecht	set()	541734
Beil. Gem. Salat + Balsamico-Dressing	Beilagen + Salate	set()	470829
Rumpsteak 300 g + Knoblauchbutter + Zwiebeln gebraten + Folien Kartoffel + Medium	Steaks + Beilagen + Beilagen + Beilagen + Gargrad	set()	628424
ALSTERWASSER 0.3l	FASSBIER	{'beer'}	379180
Krombacher Weizen	Biere	{'beer'}	1706939
Trüfflon + Brioche. + Normales Pattie + Süßkartoffelpommes* + Keine Sauce weil Salat	Burger / Burrito / Mac + AF Burger Brötchen Glutenfrei + AF Beyond Meat + AF Burger / Burrito Beilage + AF Saucen	set()	489970
Dornfelder 0.25l	Offene Rotweine	{'wine'}	874144
5 Tages Überführung Mit Versicherung	Abm.Landratsamt	set()	19822
Rumpsteak + Well Done + Süsskartoffel Fritten* + Smoky aioli dip + Chili Mayo + Ohne	Steaks 200g + Abfrage Gargrade + Abfrage Beilagen + Abfrage Dips & Saucen (nur bei Fritten, sonst OHNE)* + Abfrage Dips & Saucen (nur bei Fritten, sonst OHNE)* + Abfrage Burger Extra Topping	set()	1908878
Punk Rustikale + Well Done + Ohne Extra Belag + Dicke Fritten. + + Mayo	Burger + Gargrad + Extra Belag + Menübeilagen + Soßen & Dips	set()	1697427
Schoko-Nuss-Becher	Kuchen	set()	881766
Sekt 0,1	Wein/ Sekt	{'sparkling_wine'}	598146
IMI | White Scrabble 0.1l + ohne Eis	Weißweine + Abfrage Eiswürfel	{'wine'}	2059204
Rindercarpaccio	Fleisch	set()	1664789
Montespina - Verdejo blanco	Weißwein	{'wine'}	936709
Präsentkorb	Geburtsagsbuffet	set()	2004906
Berliner Kindl	Bier vom Fass	{'beer'}	904971
2 Mini Burritos + Chorizo + Sour Cream	Speisen + AF Füllungen + AF Dips	set()	1547676
Cappucino	Heisse Getränke	{'hot_drinks'}	1777326
Kleinigkeit + Chili Cheese Fries + Standart* + nicht als Vorspeise	Kleinigkeiten + Abfrage Kleinigkeiten + Abfrage Kleinigkeiten + Abfrage Suppe	set()	856799
Pommes* + Currysoße	Heimspielkarte + AF Heimspielkarte	set()	369417
Apfelsaft 0.4	Kalte Getränke	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	432845
Damengedeck + KÄSE + Veggie + medium	Hauptgänge + Extras + Abfrage Art + Abfrage Gargard	set()	555319
44. Mango Nektar 0,2 + Saft	Säfte & Schorlen + Abfrage Säfte	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1287134
Rinderfetzen	Hauptspeisen	set()	1144586
Smashed Potatoes	Dinner	set()	1856317
5er + ToGo ohne Tüte + Bueno Lookma Special + MI Weiße Schokolade + TI Lotus Kekse + TI Pistazien + TI Kokosraspel + FI Kiwi	Choose It + Choose It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Top It + Abfrage Top It + Abfrage Fruit It	set()	71201
Linsensuppe klein	Menü	set()	1892588
Einzelzimmer Firma Kast	Zimmer	set()	640608
Braumeister Salat klein	Salat	set()	809609
Vaccaro Nero 0,25 l.	Italien	set()	168717
Bio-Zisch Zitrone 0,33l	Alkoholfreie Getränke	{'carbonated_softdrink'}	26298
Bio Schüttelbrot Ulten	Delikatessen	set()	1825044
Panierte Shrimps Stck.*	Food - Lieferung	set()	1913183
Blaue Maus 2cl	Brandy/ Rum/ Whiskey	{'spirits'}	1595547
Divers. Rotwein Frankreich	Rotwein Frankreich	{'wine'}	1079506
Bernd klein	Backwaren	set()	6134
Kaffee americano + Ohne Zucker	Heiße Getränke + AF Heißgetränke	{'hot_drinks'}	1209714
Divers Biere	Biere	{'beer'}	1726367
Pizza Bufala + mit Champignons	Pizze + AF mit	set()	519269
Garlani	Dolce	set()	1191206
FL. Cola	Alkoholfreie Getränke	{'carbonated_softdrink'}	2040646
Latte macchiato Klein Hafer	Kaffee & Schoko	{'hot_drinks'}	903872
8er + Auf die Hand + FI Raffaello + FI Vollmilch Schoko + MI Vollmilch Schoko + MI Weiße Schokolade + TI Oreo + TI Brownie + TI M&Ms + Extra Erdbeeren + FI Erdbeeren + Ohne	Choose It + Choose It + Abfrage Fill It + Abfrage Fill It + Abfrage Melt it + Abfrage Melt it + Abfrage Top It + Abfrage Top It + Abfrage Top It + Choose It + Abfrage Fruit It + Abfrage Complete It	set()	1497883
Grappa + Gewürztraminer	Brand & Likör + Abfrage Grappa	{'spirits'}	448070
2 Kugeln Eis + Vanille + Erdbeer + ohne Sahne	Eis + AF Kuchen und Eis + AF Kuchen und Eis + AF Kuchen und Eis	set()	263520
fritz-kola 0 zucker 0,33	ALKOHOLFREI	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	872557
Don Papa 4 cl	Rum Special	{'spirits'}	906735
Französisches Frühstück + Filter Kaffee Medium + mit Brötchen	Frühstück + AF Getränke Früstück + abfrage Franzözisches frühstück	{'hot_drinks'}	1096537
Tuc	Snacks #1	set()	1681425
Coca Cola 0,20l	Alkoholfreie Getränken	{'carbonated_softdrink'}	702523
Lemongrass Safran Tee	Safran	{'hot_drinks'}	1033989
Sprite 1.5l + Geburtstag	Mineral Liter + Diverses	{'carbonated_softdrink'}	1722633
Burrito Soja + - + ohne Mais + Sour Cream	Speisen + AF keine Auswahl + Zwangsabfrage Zutaten + Zwangsabfrage Soße	set()	1104921
Kaffeeglace	AF Gelati/Sorbetti	{'hot_drinks'}	2019952
Nr. 6 Lemon Jasmin + X + N0 * Topping + 75% Sugar	Special Mix + Topping + Topping Amount & Special + Sweetness & Temp.	{'carbonated_softdrink'}	1465432
Kegel #	Kegelbahn	set()	108076
Köstritzer Flasche 0,33 l	Biere	{'beer'}	1487966
Großes Omelette + NORMALES BROT + Kochschinken	Frühstück + Abfrage Brot + Abfrage Rührei	set()	1543392
Spiegeleier auf Brot	Küche ————— Frühstück	set()	267393
Jo-Schorle 0,4	Säfte / Schorlen	{'carbonated_softdrink'}	1539670
Sar	Poissonnerie	set()	407012
Double Cheezo	Burgers	set()	257434
Pizza Hawai + -----KEINE EXTRAS----	Pizza + Pizzabelag	set()	713784
Glas Heisse Zitrone	Heißgetränke	{'hot_drinks'}	508741
Espresso single	Hot drinks	{'hot_drinks'}	1421488
2014 Auxey-Duresses, Clos du Moulin, 0,75	Rotweine	{'wine'}	605269
Wasser 0,75l Classic	AFG	{'other_non_alcoholic_drinks'}	724348
School Boy Take Away + Normal #2 + Normal #2 + keine Extras + + Pommes Frites + Knoblauchsauce	TAKE AWAY & MENÜ + AF 1 Burger Brot + AF 1 Burger Brot + AF 3 Burger Zusatz + AF 4 Burger Beilagen + AF Saucen	set()	698874
17. Margh. Mozzarella + klein -2,00 EUR + + Salsiccia calabrese*	Pizze / Le Classiche + AF Pizzagröße + AF Toppings +1,50 EUR	set()	1900484
Pizza Prosciutto Funghi + Zwiebeln	Pizza + Zusatzartikel	set()	1118691
Divers. Schnitzel *	Außer Haus Schnitzel*	set()	1665793
Flammi Kornblume/Rucola	Flammen Kuchen	set()	1054159
Green Alternative Milk Tea + Strawberry # + Tapioca + Soy Drink + 1 * Topping + 50% Sugar	Iced Fruity Tea + Flavoring + Topping + Topping Amount & Special + Topping Amount & Special + Sweetness & Temp.	{'other_non_alcoholic_drinks'}	138717
Thema Weiß	Flaschen Weine	{'wine'}	571705
Chai Latte + Vanilla + Karamellsirup	Heiße Getränke + AF Chai_ + AF Chai_	{'hot_drinks'}	592113
Derma Structure Pure 24h Aqua plus	INSTITUTE	set()	1931240
Obstbrände 2cl	Korn, Klare & CO	{'spirits'}	1379320
GV 20 Federspiel Loibner Knoll	Flaschenwein weiss 0.75 l	{'wine'}	1621276
Minuty	Vins	{'wine'}	715329
Manti Rind + mit Knoblauch + Champignons + Pastirma Rinderschinken	Hauptgänge + Abfrage für Manti + Abfrage Topping + Abfrage Topping	set()	1355247
Apfelwein alkoholfrei 0.33 l	Apfelwein	{'misc_fermented_beverage'}	1037982
Col de salici Rose Brut	PROSECCHI	{'wine'}	211466
Vaihinger Saft 0.2 + Apfel	Alkoholfreie Getränke + AF Vaihinger Saft Sorte	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	157493
Peth-Wetz Chardonnay u.f. 0,75	Wein	{'wine'}	1199887
Kuchen + Lemon Meringue	Speisen + Abfrage Kuchen	set()	859796
Lagrein Cortuta Cantina Rotaliana 0,2	Rotweine	{'wine'}	1021797
8er + Auf die Hand + Vollmilch Schoko + MI Vollmilch Schoko + TI Brownies + FI Heidelbeeren	Choose It + Choose It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Fruit It	{'other_non_alcoholic_drinks'}	35308
double Cheeseburger + Pommes  #1 + Burgersauce Pikant + Majo + Ohne Tomaten + Ohne Zwiebeln	Burger + Speisen diverse + Speisen diverse + Speisen diverse + Speisen diverse + Speisen diverse	set()	215566
Wonder Waffel + Nutella + Keine Früchte + Keine Toppings + Giotto + Toffifee + Snickers Eis	WonderWaffel + AF Soßen + AF Früchte + AF Toppings + AF Specials + AF Specials + AF 2 Eis	set()	294963
Variation + Patatas. + Datteln + karam. Ziegenkäse. + Champignons. + Chorizo. + Rote Bete. + • Aioli + • grüne Mojo	Komb. Variation + Abfrage Variation + Abfrage Variation + Abfrage Variation + Abfrage Variation + Abfrage Variation + Abfrage Variation + Abfrage Dips + Abfrage Dips	set()	1326255
BBQ-BURGER + Steak Fries groß + Sweet Potato Fries groß	Burger + Beilagen* #1 + Beilagen* #1	set()	1206038
Bacon Burger MENU + *Regular Fries* + Ohne Tomaten + Cocktail + Hier essen	Burger + Menu Fries + A_Zutaten + Saucen + Sonstiges	set()	654638
Haselnuss 2cl	Brand	{'spirits'}	1336766
CLUB Sandwich + Ketchup und mayo + Pommes	Abendkarte + AF KETCHUP MAYO + AF süsskartoffelpommes	set()	1104252
Argileh Chapo Chill	Tabak	set()	2029026
Heiße Himbeeren* + Schoko	Heiß auf Eis + AF Eissorten	{'hot_drinks'}	937904
Latte macchiato + mit Hafermilch	Milchgetränke 75% Milch + ZAF Heißgetränke	{'hot_drinks', 'other_non_alcoholic_drinks'}	496707
BH Spritz	Cocktails	{'spirits', 'sparkling_wine'}	1982995
Apple juice	Non-Coffee	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	659074
Wasser sprudel	Wines btg	{'wine', 'other_non_alcoholic_drinks'}	1532749
Chilli-Cheese Menü + Süßkartoffeln Pommes + Sour Cream + Menü Limonade	Menü + Beilagen + Soßen + AFG	{'carbonated_softdrink'}	395586
Gepresst gross	Alkoholfrei	{'other_non_alcoholic_drinks'}	510411
CAZAL VIEL Sauvignon Blanc 0,1	White wine	{'wine'}	1783459
52.Curry Rind	Rindfleisch Gerichte 50-56	set()	763694
Coupe de glace trois boules + Mangue. + Mangue. + Mangue.	Desserts + Parfum + Parfum + Parfum	set()	389007
3kugeln + Bubble Gum + Cocos + Cocos + Ohne Sahne 1	Elskugeln + AF Eissorte + AF Eissorte + AF Eissorte + AF Topink	set()	1247351
Bionade0,33l	Alcohol-freie Getränke	{'carbonated_softdrink'}	1100391
Salemipina Pesto	Italy Food	set()	1235745
Rührei + Kochschinken Add on + Gouda Add on	Ei Frühstück + AF Rührei + AF Rührei	set()	947169
Métisse rosé	Rot, Rosé Frankreich 0,75l	{'wine'}	2042016
1 Kugel + Schokoladeneis	Kugeln + Eissorte	set()	828695
Jameson	WHISKEY	{'spirits'}	708126
Currywurst / Wedges	Speisen	set()	1095254
Ittinger Klosterbräu 3dl	Offen Bier	{'beer'}	176204
Meenzer Salat Hähn gr.	Kalte Küche	set()	72566
Grim happy hour 25	Grim	set()	1697377
Burgermenü + Menürabatt + Farmerburger + Kein Extra + Classic Fries + Ketchup + Limette Minze Home	Menüs + AF Menü + Burger + AFZ Burger Extras + Fries + Saucen + Getränke	set()	165615
Tartare Classique	PLATS	set()	108256
343. Summer	Homemade	set()	1751400
Kleines Eierfrühstück + mit Ofengemüse + mit Rührei + mit Schinken	Frühstück + AF Frühstück klein groß Medi + AF Frühstück klein groß Medi + AF Frühstück klein groß Medi	set()	428391
CHICKEN SALAT. + KEIN DRESSING	SALAT + DRESSING	set()	1463509
Pastrami Sandwich. + Lean	Friday Pastrami Day + AF PASTRAMI/BRISKET_	set()	1478216
Pankl Marille 2cl	Longdrinks & Spirits	{'spirits'}	1460163
Salat Riesengarnelen	Winterkarte	set()	1006277
Halber Pfeffertoast + Pommes #1	Toasts + Beilagen	set()	11690
Paar Wiener + Brot	Speisen + AF Beilage	set()	1620704
Pernod + Coca Cola.	Sprit + Optionaleabfrage alle Spiritousen	{'carbonated_softdrink', 'spirits'}	1024860
Uva Postobón 2 Litros	Bebidas Frias	set()	1991407
Kilkenny Kröger 0,1	Biere	{'beer'}	1083783
Crêpes + Käse I Spinat I Avo	Crêpes_ + AF Crêpes_	set()	919496
Mamma Nero 2cl	Spirituosen	{'spirits'}	1779395
8er + ToGo mit Tüte + Weiße Schokolade + Bueno Lookma Special + MI Weiße Schokolade + TI Lotus Kekse + TI Haselnusskrokant + FI Erdbeeren	Choose It + Choose It + Abfrage Fill It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Top It + Abfrage Fruit It	set()	1114215
Galette des rois	Desserts	set()	1825016
BF Hochäcker Magnum 17	Magnum	set()	1094862
Moving Mountain Burger MENU + *Sweet Potatoe Fries* + Mit allem + Joghurt + Cocktail + Mitnehmen	Burger + Menu Fries + A_Zutaten + Saucen + Saucen + Sonstiges	set()	1451600
Benjamin Burger + BEYOND MEAT + *SÜßE FRITTEN GROß*	Beef Burger + Verschiedenes EXTRA + AF Burger im Menü	set()	1149194
White Espress	Heiß Getränke	{'hot_drinks'}	1622761
Brisket. + Ceasar + Potato Salad	Sandwiches / Ribs + Zwangsabfrage Einiges + Zwangsabfrage Einiges	set()	93205
Moscow Mule	COCKTAILS	{'spirits'}	972658
SDW kurz	Damen	{'spirits'}	908735
